Name,Class,908.1,914.294,920.489,926.683,932.877,939.072,945.266,951.46,957.655,963.849,970.044,976.238,982.432,988.627,994.821,1001.015,1007.21,1013.404,1019.598,1025.793,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.348,1081.542,1087.736,1093.931,1100.125,1106.319,1112.514,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.069,1168.263,1174.457,1180.652,1186.846,1193.04,1199.235,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.373,1273.567,1279.761,1285.956,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.094,1360.288,1366.482,1372.677,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.398,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.119,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673,1601.868,1608.062,1614.256,1620.451,1626.645,1632.839,1639.034,1645.228,1651.423,1657.617,1663.811,1670.006,1676.2,Instrument Serial Number,Temperature,Notes,Timestamp,Integration Time
bryan-brown 2-303-1.sam,1,0.114072,0.09597638,0.07897782,0.0634212,0.05058875,0.04117011,0.03478316,0.03076285,0.02838338,0.02676441,0.02500916,0.0235576,0.02242626,0.02117818,0.02000105,0.01871192,0.0175061,0.01633274,0.01502729,0.0137701,0.01262026,0.01163057,0.01080157,0.01007768,0.009616601,0.009183205,0.008999886,0.00905736,0.009056433,0.009225621,0.009635142,0.01016966,0.01068131,0.01146023,0.01239724,0.01406444,0.01742291,0.02275871,0.02863876,0.03358623,0.03795264,0.04225991,0.04645795,0.05105581,0.05569743,0.05705018,0.05491238,0.0530379,0.05169472,0.04983613,0.04771293,0.04560455,0.04350399,0.04191304,0.04054043,0.03946558,0.03858809,0.03782988,0.03729923,0.03690213,0.03705943,0.03736255,0.03846776,0.04002218,0.04219439,0.04514591,0.0490546,0.05389758,0.05966876,0.06630206,0.07393158,0.08226147,0.09035371,0.09773085,0.1067231,0.1197399,0.1402518,0.1725823,0.2163789,0.2677777,0.3198429,0.368369,0.4109702,0.4461884,0.4750895,0.4978133,0.5150976,0.5280531,0.5364302,0.5389144,0.5356024,0.5261669,0.513124,0.4973888,0.4797368,0.461152,0.442498,0.4242413,0.4065365,0.3894247,0.373802,0.35964,0.3471822,0.3362513,0.3262809,0.3170518,0.3082426,0.2993088,0.2901943,0.281082,0.2718679,0.2628981,0.2544188,0.2461118,0.2379474,0.2301231,0.2224786,0.2155441,0.2096875,0.2045382,0.2005893,0.1984994,0.198409,0.2016699,0.2084705,N1-00149,27.6875,,2/7/24 11:06,8
bryan-brown 2-303-2.sam,1,0.1137047,0.09606629,0.0794805,0.06424226,0.05177356,0.04272973,0.03648615,0.03239967,0.03008397,0.0282509,0.02656724,0.02505537,0.02384299,0.02262462,0.02140125,0.02010244,0.01887158,0.01762216,0.01624554,0.014958,0.01382031,0.01277069,0.01189464,0.01112978,0.01062656,0.01015309,0.009936084,0.009959673,0.009928031,0.01000497,0.01027691,0.01078871,0.01128345,0.01194946,0.01285564,0.0144427,0.01765922,0.02288531,0.0286488,0.03346192,0.03773196,0.04194444,0.04602654,0.05051318,0.05506118,0.05637026,0.05417046,0.05227302,0.05094719,0.049075,0.04694039,0.0447926,0.04271573,0.04108687,0.0397016,0.03856636,0.0376584,0.03690313,0.03636733,0.03594606,0.03607875,0.03635618,0.0374198,0.03889988,0.04105565,0.04392632,0.04776882,0.05253134,0.05820385,0.06473722,0.07225743,0.08049584,0.08849928,0.09576847,0.1046423,0.1174868,0.1377651,0.1696841,0.2128303,0.2633148,0.3142353,0.3615077,0.4028054,0.4367926,0.4645917,0.4863554,0.50287,0.5152314,0.5231645,0.5255268,0.522319,0.5132408,0.5006994,0.4854767,0.4684976,0.4505662,0.4325149,0.4148425,0.3976969,0.3810837,0.3658764,0.3521072,0.3399868,0.3293395,0.3196071,0.3105972,0.3019709,0.2932328,0.2843131,0.275398,0.26635,0.2575486,0.2492419,0.2410752,0.233045,0.2253797,0.2178494,0.2110327,0.2052441,0.2002158,0.1963254,0.1942893,0.1942062,0.1974593,0.2041824,N1-00149,27.6875,,2/7/24 11:06,8
bryan-brown 2-303-3.sam,1,0.115037,0.09769821,0.08134193,0.06646808,0.05417298,0.04516864,0.03908383,0.03500111,0.032588,0.03093787,0.02913538,0.02763182,0.02642336,0.02509366,0.02381835,0.02249642,0.02123028,0.01999962,0.01865532,0.01729082,0.01608309,0.01508122,0.01417854,0.01339932,0.01287269,0.01231341,0.01207756,0.01202299,0.01192846,0.01199674,0.01225896,0.01270758,0.01318962,0.0137989,0.01463951,0.01620809,0.01936222,0.02449288,0.0302145,0.03493664,0.0391098,0.04322657,0.04721544,0.05164049,0.05611866,0.05738627,0.05515906,0.05325432,0.05190761,0.05003854,0.04786995,0.04570163,0.04362773,0.04200068,0.0405926,0.03946064,0.03855504,0.0377453,0.03718828,0.03672116,0.03688312,0.03709472,0.03811183,0.03962676,0.0417074,0.04454282,0.04832338,0.05301443,0.05865046,0.06511871,0.0725463,0.08070716,0.08863205,0.09585253,0.1046499,0.1173609,0.1374572,0.1690745,0.2117275,0.2614998,0.3115686,0.3579392,0.3983369,0.4314875,0.4585278,0.4796568,0.4956737,0.507628,0.5153079,0.5175909,0.5144379,0.5056815,0.4934539,0.4787024,0.4621666,0.4446693,0.427081,0.4098397,0.3930478,0.3767742,0.3619019,0.3483843,0.3364856,0.3260187,0.3164438,0.307588,0.299085,0.2905156,0.2817111,0.2729194,0.2640002,0.2552903,0.2470999,0.2390275,0.2311056,0.2235167,0.2160835,0.2093399,0.2036287,0.1986647,0.1948236,0.1928051,0.1927353,0.1959629,0.2026374,N1-00149,27.625,,2/7/24 11:06,8
bryan-brown 2-322-1.sam,1,0.1096303,0.09238741,0.07594214,0.06072578,0.04802946,0.03867634,0.03239639,0.0283276,0.02590691,0.02424986,0.02260685,0.02114826,0.01989942,0.01864435,0.01740797,0.01612068,0.01491249,0.01363533,0.01222853,0.01098003,0.009861652,0.008854823,0.008063287,0.007297132,0.006809049,0.006340216,0.006067344,0.006106366,0.006144129,0.006288944,0.006627718,0.007149042,0.007659207,0.00838831,0.0093707,0.01098416,0.01422802,0.01952448,0.02536795,0.03022657,0.03453336,0.03876007,0.04285227,0.04734318,0.05181729,0.05309254,0.05098099,0.04912614,0.04776407,0.04594609,0.04378989,0.04169261,0.03964752,0.03799663,0.03671717,0.03558836,0.03472161,0.03399633,0.03340668,0.03306484,0.03315023,0.03354114,0.03456977,0.03620449,0.03834648,0.0413163,0.0452038,0.05005607,0.05582294,0.06245719,0.0700739,0.07844475,0.08658133,0.09402985,0.1030504,0.1161183,0.1368455,0.1695463,0.2138834,0.2657314,0.3179516,0.366288,0.4085056,0.4431955,0.4714649,0.4936818,0.5104042,0.5229039,0.5309398,0.5331649,0.5298296,0.5203836,0.5073599,0.491703,0.474157,0.4557309,0.4371451,0.4189338,0.4013328,0.3842061,0.3685654,0.3544156,0.3419092,0.3309396,0.3208973,0.3115611,0.302684,0.2937324,0.2845313,0.2754025,0.2661712,0.2571602,0.2486727,0.2403969,0.2322271,0.2244291,0.2168317,0.2099031,0.2039883,0.1987918,0.1946155,0.1919981,0.1911612,0.1932188,0.1987991,N1-00149,28.1875,,2/7/24 9:42,8
bryan-brown 2-322-2.sam,1,0.1097593,0.09294378,0.07703915,0.06219833,0.04970581,0.04056668,0.03445849,0.03044158,0.02806766,0.02632023,0.02458299,0.02316575,0.02182539,0.02056464,0.01934177,0.01805192,0.01683793,0.01554847,0.01417718,0.01291642,0.01167843,0.01071259,0.009775555,0.009017371,0.008460727,0.007998956,0.007726322,0.007703607,0.00768857,0.007782815,0.008072822,0.008548372,0.009012376,0.00969915,0.01059547,0.01215884,0.01534382,0.02053954,0.02623057,0.03103082,0.03525111,0.03935378,0.04333588,0.04770907,0.05211328,0.05335664,0.05118972,0.04931398,0.04797775,0.04615033,0.04398755,0.04188514,0.0398373,0.03820311,0.03686169,0.03572803,0.03482989,0.03407646,0.03348564,0.0331417,0.03319985,0.03354229,0.03454697,0.03613824,0.03821999,0.04112871,0.04495957,0.04974077,0.05541877,0.06195427,0.0694701,0.07771923,0.08574482,0.09312745,0.1020242,0.1149091,0.1353843,0.1676311,0.2112358,0.2620559,0.3130182,0.3600065,0.4008985,0.4343672,0.4615324,0.4827922,0.4987774,0.5106995,0.5183204,0.5204564,0.5172159,0.5081507,0.4956625,0.4806119,0.4637156,0.4459362,0.4280058,0.4104156,0.3934049,0.3767892,0.3615959,0.3478664,0.3356608,0.3249647,0.3151996,0.3060952,0.2974275,0.2886848,0.2796874,0.2707581,0.2617239,0.2528557,0.2445614,0.2364374,0.2284309,0.2207672,0.2132982,0.2065149,0.2007047,0.1956027,0.191494,0.1889151,0.1881374,0.1901647,0.19571,N1-00149,28.1875,,2/7/24 9:42,8
bryan-brown 2-322-3.sam,1,0.1124223,0.09576594,0.08004226,0.06543762,0.05321947,0.04421017,0.03808466,0.03419129,0.03180799,0.03018941,0.02841927,0.02695479,0.02565623,0.02445407,0.02308071,0.0217134,0.02044654,0.0191515,0.01780035,0.01645559,0.01522028,0.01426355,0.01338637,0.01256174,0.01200108,0.01146903,0.01114036,0.01111766,0.01098988,0.01109088,0.01132606,0.0117489,0.01226173,0.01285702,0.01367974,0.01526777,0.01841758,0.02352671,0.02918867,0.03390687,0.03806178,0.04211989,0.04603706,0.05035508,0.05467382,0.05586132,0.05369766,0.05181039,0.05041522,0.04858876,0.04640617,0.04427533,0.04221546,0.04060429,0.0392538,0.03807375,0.037154,0.03640733,0.03578382,0.03540416,0.03545075,0.03579097,0.03673163,0.03828765,0.04038062,0.04325185,0.04702282,0.05176223,0.05739781,0.06388731,0.07134703,0.07955585,0.08755393,0.09486356,0.1036866,0.1164903,0.1368304,0.1688717,0.2121774,0.262536,0.3129321,0.3593164,0.3995942,0.432517,0.4592062,0.4800521,0.495713,0.5073671,0.5147904,0.51688,0.5137104,0.5047657,0.4924928,0.4776903,0.4610612,0.443583,0.4258889,0.4085787,0.3917657,0.3753838,0.3604062,0.3468199,0.3347665,0.3241914,0.3145127,0.3055103,0.2969213,0.2882492,0.2793395,0.270496,0.2615219,0.2527469,0.2445077,0.2364354,0.2284964,0.2208813,0.2134592,0.2067092,0.2009684,0.1959046,0.1918301,0.1892615,0.1885142,0.190536,0.1960473,N1-00149,28.125,,2/7/24 9:42,8
bryan-brown 2-325-1.sam,1,0.1129843,0.09591031,0.07982793,0.06548366,0.05386601,0.04514673,0.03891006,0.03482162,0.03226662,0.03049005,0.02856783,0.02708272,0.02588637,0.0247825,0.02357768,0.02238853,0.02134782,0.02021184,0.01886452,0.01764343,0.01663023,0.01568641,0.01489358,0.01408522,0.01360273,0.01308192,0.01281545,0.01273884,0.01267837,0.01266029,0.01284576,0.01316739,0.01357909,0.01412566,0.01490841,0.01638629,0.01944637,0.02441531,0.02974419,0.03390627,0.03775246,0.04205806,0.04660865,0.05177314,0.05725357,0.05894789,0.05598207,0.05339539,0.05188756,0.04978254,0.04734962,0.044773,0.04226502,0.04034735,0.03870008,0.03746438,0.03649879,0.0356402,0.0349502,0.03436904,0.03429788,0.03426037,0.03498338,0.03608015,0.0377452,0.04010719,0.04332783,0.04737886,0.0523016,0.05811479,0.06500062,0.0728795,0.08081209,0.08782794,0.09606324,0.1077302,0.1257633,0.1536692,0.1902491,0.2323434,0.2757929,0.3175286,0.3547941,0.3858947,0.4116332,0.4320075,0.4477331,0.4598458,0.4680591,0.4707899,0.4683186,0.4602545,0.4491227,0.4357646,0.420881,0.4052145,0.3895901,0.3743943,0.3597418,0.3457768,0.333238,0.3220899,0.3125704,0.3044654,0.2972099,0.2905543,0.2841471,0.277419,0.2702326,0.2626908,0.2547692,0.2467524,0.2390121,0.2312385,0.2234701,0.2158819,0.2082981,0.2013595,0.1954352,0.1902338,0.1863239,0.1844033,0.184617,0.1886209,0.1967952,N1-00149,27.6875,,2/7/24 11:02,8
bryan-brown 2-325-2.sam,1,0.1144197,0.09752605,0.08170766,0.06760996,0.05606035,0.04747527,0.04149527,0.03729052,0.03477268,0.03289001,0.0311401,0.02953878,0.02845467,0.02726895,0.02600659,0.02479507,0.02372069,0.02260281,0.02128446,0.02002069,0.0189805,0.0180078,0.01719329,0.01636981,0.01586827,0.01539505,0.01505316,0.0150174,0.01481593,0.01478634,0.01495693,0.01526639,0.01560964,0.01613139,0.01693863,0.01834018,0.0213589,0.02630522,0.0315544,0.03565601,0.03946282,0.04370895,0.04815603,0.05327837,0.0587476,0.06037185,0.05740504,0.05481684,0.05328149,0.05120216,0.04875122,0.04617295,0.04367217,0.04168551,0.04003746,0.03881266,0.03781831,0.03697253,0.03627394,0.03565457,0.0355503,0.03553186,0.03619467,0.03729297,0.03893046,0.04125564,0.04445063,0.04847513,0.05336474,0.05912508,0.06595898,0.07380441,0.08167978,0.0886411,0.09683754,0.1084181,0.1263554,0.1541134,0.1904384,0.232191,0.2751751,0.3163842,0.3531282,0.3837436,0.4090467,0.4290471,0.4444776,0.4563534,0.4643741,0.4670339,0.4645989,0.4566607,0.4457189,0.4325497,0.4179425,0.4025129,0.3871129,0.3721418,0.3576868,0.3438974,0.3315094,0.3204872,0.3110814,0.3030878,0.2959032,0.2893181,0.2829666,0.2763189,0.2691777,0.261722,0.2538556,0.245911,0.2382273,0.230536,0.2227983,0.21529,0.2077641,0.2008606,0.1949908,0.189843,0.185946,0.184048,0.1842612,0.1882465,0.1963605,N1-00149,27.6875,,2/7/24 11:03,8
bryan-brown 2-325-3.sam,1,0.1159124,0.0995061,0.08395804,0.0698256,0.0583648,0.04984862,0.04375913,0.03961048,0.03714918,0.0354545,0.03359071,0.03201297,0.03081462,0.02959444,0.0284148,0.02722918,0.02605252,0.02489347,0.02366103,0.02238678,0.02127033,0.02034638,0.01950525,0.01866694,0.01814165,0.0175852,0.01728677,0.01716983,0.01697002,0.01698465,0.01713788,0.01737514,0.01780071,0.01826642,0.01903556,0.02045863,0.02341759,0.02828532,0.03352119,0.03762392,0.04139813,0.04561429,0.0500694,0.05514057,0.06052988,0.06215677,0.05917052,0.05659455,0.05506611,0.0529316,0.050462,0.04790134,0.04537453,0.04340151,0.04176282,0.04051293,0.03950431,0.03860868,0.03792394,0.03730736,0.03718337,0.03712653,0.03778932,0.03888436,0.04050425,0.04280884,0.04597392,0.04997869,0.05486362,0.06059899,0.06738682,0.07518744,0.08307182,0.09004063,0.09819929,0.1097337,0.1276097,0.1553155,0.1915368,0.2330978,0.2758953,0.3169087,0.3534313,0.383836,0.4089472,0.4287666,0.4440293,0.4558061,0.463758,0.4663957,0.4639403,0.456034,0.4451731,0.4321104,0.4175609,0.4022398,0.386932,0.3720467,0.3576695,0.3439545,0.3316348,0.3206747,0.3113061,0.3033474,0.2961968,0.2896242,0.283302,0.2766663,0.2695533,0.2621226,0.2542836,0.2463822,0.2387031,0.2310187,0.2233215,0.2158348,0.2083164,0.2014416,0.1955684,0.1904332,0.1865427,0.1846573,0.1848656,0.1888736,0.1969905,N1-00149,27.6875,,2/7/24 11:03,8
